,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
3190,Rocksmith 2014,PS4,2018.0,Misc,Ubisoft,0.35,0.17,0.0,0.11,0.63,,,,,
3191,X-Men Legends II: Rise of Apocalypse,PS2,2009.0,Role-Playing,Activision,0.53,0.02,0.0,0.09,0.63,82.0,44.0,7.3,41.0,T
3192,FIFA 15,PSV,2018.0,Sports,Electronic Arts,0.09,0.37,0.05,0.13,0.63,,,3.0,43.0,E
3193,Nightmare Creatures,PS,2001.0,Action,Sony Computer Entertainment,0.35,0.24,0.0,0.04,0.63,,,,,
3194,SingStar Queen,PS2,2013.0,Misc,Sony Computer Entertainment,0.08,0.12,0.0,0.44,0.63,73.0,9.0,,,T
3195,LEGO Star Wars II: The Original Trilogy,X360,2010.0,Action,LucasArts,0.55,0.03,0.0,0.05,0.63,81.0,50.0,8.0,45.0,E10+
3196,Disney Sing It: Party Hits,Wii,2014.0,Misc,Disney Interactive Studios,0.48,0.1,0.0,0.04,0.63,,,,,E
3197,Taiko no Tatsujin: Chibi Dragon to Fushigi na Or,3DS,2016.0,Misc,Namco Bandai Games,0.0,0.0,0.63,0.0,0.63,,,,,
3198,Rock Band 3,Wii,2014.0,Misc,MTV Games,0.53,0.06,0.0,0.04,0.63,91.0,10.0,6.9,36.0,T
3199,Dragon Age II,PC,2015.0,Action,Electronic Arts,0.23,0.33,0.0,0.08,0.63,82.0,45.0,4.5,4546.0,M
3200,Tony Hawks Pro Skater 2x,X,2005.0,Sports,Activision,0.41,0.19,0.0,0.03,0.63,78.0,24.0,8.8,5.0,T
3201,NBA Live 08,PS3,2011.0,Sports,Electronic Arts,0.56,0.02,0.01,0.05,0.63,73.0,28.0,6.8,10.0,E
3202,Sim Theme Park,PS,2003.0,Strategy,Electronic Arts,0.35,0.24,0.0,0.04,0.63,,,,,
3203,Shin Megami Tensei: Persona 3 Portable,PSP,2013.0,Role-Playing,Ghostlight,0.18,0.06,0.34,0.05,0.63,89.0,40.0,8.3,321.0,M
3204,FIFA Soccer 2003,X,2006.0,Sports,Electronic Arts,0.2,0.4,0.0,0.04,0.63,88.0,11.0,7.7,11.0,E
3205,The Lord of the Rings: Conquest,X360,2013.0,Action,Electronic Arts,0.37,0.2,0.0,0.06,0.63,55.0,58.0,7.0,111.0,T
3206,Monster Hunter 2,PS2,2010.0,Role-Playing,Capcom,0.0,0.0,0.63,0.0,0.63,,,,,
3207,NASCAR 06: Total Team Control,PS2,2009.0,Racing,Electronic Arts,0.53,0.02,0.0,0.09,0.63,78.0,18.0,7.7,18.0,E
3208,Dogz,GBA,2008.0,Simulation,Ubisoft,0.45,0.17,0.0,0.01,0.63,48.0,9.0,6.3,13.0,E
3209,Super Castlevania IV,SNES,1995.0,Platform,Konami Digital Entertainment,0.32,0.05,0.25,0.01,0.63,,,,,
3210,A Bugs Life,N64,2002.0,Platform,Activision,0.49,0.13,0.0,0.01,0.63,,,,,
3211,White Knight Chronicles II,PS3,2014.0,Role-Playing,Sony Computer Entertainment,0.23,0.09,0.27,0.04,0.63,60.0,45.0,7.2,65.0,T
3212,Iron Man,PSP,2012.0,Action,Sega,0.46,0.09,0.0,0.09,0.63,44.0,7.0,6.5,16.0,T
3213,Wolfenstein,PS3,2013.0,Shooter,Activision,0.25,0.27,0.0,0.11,0.63,71.0,58.0,7.4,77.0,M
3214,The Sims 3: Generations,PC,2015.0,Simulation,Electronic Arts,0.4,0.23,0.0,0.0,0.63,70.0,22.0,3.6,81.0,T
3215,Mobile Suit Z Gundam: AEUG vs. Titans,PS2,2007.0,Fighting,Namco Bandai Games,0.0,0.0,0.63,0.0,0.63,,,,,
3216,Juiced 2: Hot Import Nights,X360,2011.0,Racing,THQ,0.22,0.34,0.0,0.07,0.63,68.0,24.0,7.5,22.0,T
3217,The Walking Dead: Survival Instinct,X360,2017.0,Shooter,Activision,0.46,0.11,0.0,0.05,0.63,32.0,30.0,4.0,412.0,M
3218,Ape Escape 2,PS2,2006.0,Platform,Sony Computer Entertainment,0.12,0.09,0.38,0.03,0.63,82.0,31.0,8.4,33.0,E
3219,X-Man,2600,1986.0,Action,Universal Gamex,0.58,0.04,0.0,0.01,0.63,,,,,
3220,Sega Rally Revo,PS3,2011.0,Racing,Sega,0.07,0.42,0.0,0.14,0.63,75.0,40.0,7.0,20.0,E
3221,Frozen: Olafs Quest,3DS,2017.0,Platform,Disney Interactive Studios,0.29,0.29,0.0,0.05,0.63,,,,,
3222,Crash of the Titans,PSP,2011.0,Action,Vivendi Games,0.25,0.24,0.0,0.14,0.63,,,7.1,24.0,E10+
3223,Shin Megami Tensei: Persona 3 FES,PS2,2011.0,Role-Playing,Tecmo Koei,0.22,0.2,0.16,0.05,0.63,89.0,25.0,8.3,298.0,M
3224,Angry Birds Trilogy,3DS,2016.0,Action,Activision,0.38,0.2,0.0,0.05,0.63,62.0,7.0,4.6,20.0,E
3225,FIFA Soccer 2002,PS2,2005.0,Sports,Electronic Arts,0.31,0.24,0.0,0.08,0.63,82.0,17.0,5.8,28.0,E
3226,Condemned 2: Bloodshot,X360,2012.0,Action,Sega,0.38,0.19,0.0,0.06,0.63,80.0,76.0,8.4,178.0,M
3227,Final Fantasy VII International,PS,2001.0,Role-Playing,Square,0.0,0.0,0.59,0.04,0.63,,,,,
3228,Okami,PS2,2010.0,Action,Capcom,0.11,0.03,0.15,0.34,0.63,93.0,69.0,9.3,333.0,T
3229,NHL 2001,PS,2004.0,Sports,Electronic Arts,0.35,0.24,0.0,0.04,0.63,88.0,10.0,7.7,7.0,E
3230,Crysis 3,PC,2017.0,Shooter,Electronic Arts,0.17,0.39,0.0,0.07,0.63,76.0,47.0,6.5,1232.0,M
3231,Just Dance 3,PS3,2015.0,Misc,Ubisoft,0.33,0.2,0.0,0.09,0.63,75.0,5.0,6.0,7.0,E10+
3232,Buzz Lightyear of Star Command,PS,2004.0,Platform,Activision,0.35,0.24,0.0,0.04,0.63,54.0,10.0,5.4,5.0,E
3233,Namco Museum,GC,2006.0,Misc,Namco Bandai Games,0.48,0.13,0.0,0.02,0.63,62.0,10.0,,,E
3234,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",X360,2013.0,Shooter,Activision,0.34,0.23,0.0,0.06,0.63,,,,,
3235,Ghostbusters: The Video Game,X360,2013.0,Action,Atari,0.43,0.14,0.0,0.06,0.63,79.0,53.0,8.5,125.0,T
3236,Cabelas Big Game Hunter (2008),Wii,2011.0,Sports,Activision,0.58,0.0,0.0,0.05,0.63,,,,,T
3237,Tony Hawks Project 8,PS3,2010.0,Sports,Activision,0.3,0.22,0.01,0.1,0.63,76.0,43.0,7.1,15.0,T
3238,XCOM: Enemy Unknown,X360,2016.0,Strategy,Take-Two Interactive,0.36,0.21,0.0,0.05,0.63,90.0,35.0,8.3,367.0,M
3239,Nobunaga no Yabou: Haouden,SNES,1997.0,Strategy,Tecmo Koei,0.3,0.0,0.32,0.0,0.62,,,,,
3240,Virtua Cop,SAT,1999.0,Shooter,Sega,0.0,0.0,0.62,0.0,0.62,,,,,
3241,Metal Gear Solid 2: Substance,X,2006.0,Action,Konami Digital Entertainment,0.38,0.22,0.0,0.03,0.62,87.0,28.0,8.5,39.0,M
3242,Tony Hawks American Wasteland,X,2009.0,Sports,Activision,0.4,0.2,0.0,0.03,0.62,77.0,40.0,7.7,15.0,T
3243,WWF in Your House,PS,2000.0,Fighting,Acclaim Entertainment,0.35,0.24,0.0,0.04,0.62,,,,,
3244,Wild ARMs 3,PS2,2006.0,Role-Playing,Ubisoft,0.16,0.13,0.29,0.04,0.62,78.0,30.0,8.5,39.0,T
3245,NBA ShootOut 97,PS,2001.0,Sports,Sony Computer Entertainment,0.35,0.24,0.0,0.04,0.62,,,,,
3246,Family Feud: 2010 Edition,Wii,2013.0,Misc,Ubisoft,0.58,0.0,0.0,0.04,0.62,,,,,E
3247,Madden NFL 07,GC,2010.0,Sports,Electronic Arts,0.48,0.13,0.0,0.02,0.62,82.0,14.0,9.2,5.0,E
3248,Battlezone,2600,1986.0,Shooter,Atari,0.58,0.03,0.0,0.01,0.62,,,,,
3249,Tiger Woods PGA Tour 2004,X,2007.0,Sports,Electronic Arts,0.47,0.13,0.0,0.02,0.62,89.0,18.0,8.2,14.0,E
3250,Test Drive Unlimited 2,PS3,2015.0,Racing,Atari,0.16,0.34,0.01,0.12,0.62,70.0,43.0,6.1,44.0,T
3251,Tak 2: The Staff of Dreams,PS2,2008.0,Platform,THQ,0.3,0.24,0.0,0.08,0.62,71.0,31.0,8.0,10.0,E
3252,LEGO Pirates of the Caribbean: The Video Game,3DS,2015.0,Action,Disney Interactive Studios,0.29,0.28,0.0,0.06,0.62,71.0,16.0,7.3,20.0,E10+
3253,Donkey Kong Barrel Blast,Wii,2011.0,Racing,Nintendo,0.19,0.26,0.11,0.06,0.62,46.0,34.0,6.8,26.0,E
3254,The Princess and the Frog,DS,2013.0,Platform,Disney Interactive Studios,0.41,0.16,0.0,0.05,0.62,,,,,E
3255,Viewtiful Joe,GC,2007.0,Action,Capcom,0.38,0.1,0.12,0.02,0.62,93.0,52.0,8.3,117.0,T
3256,Guitar Hero: Metallica,PS3,2013.0,Misc,Activision,0.28,0.24,0.0,0.1,0.62,86.0,44.0,8.0,48.0,T
3257,The Urbz: Sims in the City,GBA,2008.0,Simulation,Electronic Arts,0.37,0.22,0.0,0.03,0.62,72.0,6.0,9.2,25.0,E
3258,Beetle Adventure Racing!,N64,2003.0,Racing,Electronic Arts,0.4,0.2,0.0,0.02,0.62,,,,,
3259,Disney's 102 Dalmatians: Puppies to the Rescue,PS,2004.0,Platform,Eidos Interactive,0.34,0.23,0.0,0.04,0.62,,,,,E
3260,Strike Force Bowling,PS2,2008.0,Sports,Play It,0.3,0.24,0.0,0.08,0.62,48.0,14.0,6.8,4.0,E
3261,Red Steel 2,Wii,2014.0,Shooter,Ubisoft,0.35,0.21,0.01,0.06,0.62,80.0,73.0,8.5,179.0,T
3262,Scribblenauts: Unlimited,3DS,2016.0,Action,Warner Bros. Interactive Entertainment,0.56,0.01,0.0,0.05,0.62,73.0,13.0,7.4,21.0,E10+
3263,Dark Souls II,PS4,2019.0,Role-Playing,Namco Bandai Games,0.22,0.23,0.08,0.09,0.62,,,,,
3264,Halloween,2600,1986.0,Action,Wizard Video Games,0.58,0.03,0.0,0.01,0.62,,,,,
3265,DJ Hero 2,Wii,2014.0,Misc,Activision,0.48,0.09,0.0,0.04,0.62,88.0,20.0,7.5,17.0,T
3266,Disney Infinity,WiiU,2017.0,Action,Disney Interactive Studios,0.35,0.22,0.0,0.05,0.62,71.0,10.0,7.6,58.0,E10+
3267,Bass Landing,PS,2003.0,Sports,ASCII Entertainment,0.21,0.14,0.23,0.04,0.62,,,,,
3268,XGRA: Extreme G-Racing Association,PS2,2008.0,Racing,Eidos Interactive,0.3,0.24,0.0,0.08,0.62,68.0,23.0,8.6,8.0,T
3269,Bolt,DS,2012.0,Adventure,Disney Interactive Studios,0.35,0.21,0.0,0.06,0.62,,,,,
3270,Marios Picross,G,1999.0,Puzzle,Nintendo,0.0,0.0,0.62,0.0,0.62,,,,,
3271,Pac-Man Players Choice Bundle,GC,2007.0,Misc,Namco Bandai Games,0.48,0.12,0.0,0.02,0.62,,,,,
3272,Fighters MEGAMiX,SAT,2000.0,Fighting,Sega,0.0,0.0,0.62,0.0,0.62,,,,,
3273,Bahamut Lagoon,SNES,2000.0,Role-Playing,SquareSoft,0.0,0.0,0.62,0.0,0.62,,,,,
3274,Warriors Orochi 3,PS3,2015.0,Action,Ubisoft Annecy,0.0,0.04,0.57,0.01,0.62,70.0,17.0,7.9,35.0,T
3275,Prince of Persia: The Forgotten Sands,X360,2014.0,Action,Ubisoft,0.3,0.26,0.0,0.06,0.62,74.0,69.0,7.8,112.0,T
3276,2014 FIFA World Cup Brazil,PS3,2018.0,Sports,Electronic Arts,0.15,0.36,0.01,0.1,0.62,73.0,33.0,4.3,87.0,E
3277,Plants vs. Zombies: Garden Warfare,PS4,2018.0,Shooter,Electronic Arts,0.22,0.29,0.01,0.1,0.62,75.0,23.0,7.6,261.0,E10+
3278,Tomb Raider III: Adventures of Lara Croft,PC,2002.0,Action,Eidos Interactive,0.59,0.03,0.0,0.0,0.62,,,8.2,29.0,T
3279,Toshochu: Run for Money,3DS,2016.0,Adventure,Namco Bandai Games,0.0,0.0,0.62,0.0,0.62,,,,,
3280,Dragon Quest Monsters: Joker 2 Professional,DS,2015.0,Role-Playing,Square Enix,0.0,0.0,0.62,0.0,0.62,,,,,
3281,NFL Quarterback Club 99,N64,2002.0,Sports,Acclaim Entertainment,0.59,0.02,0.0,0.0,0.62,,,,,
3282,Borderlands: The Pre-Sequel,PS3,2018.0,Shooter,Take-Two Interactive,0.26,0.21,0.05,0.1,0.62,77.0,24.0,6.3,130.0,M
3283,Super Robot Taisen \xce\xb1 Gaiden,PS,2005.0,Strategy,Banpresto,0.0,0.0,0.58,0.04,0.62,,,,,
3284,Battle of Giants: Dragons,DS,2013.0,Strategy,Ubisoft,0.3,0.25,0.0,0.06,0.62,,,6.0,4.0,E10+
3285,Tiger Woods PGA Tour 12: The Masters,X360,2015.0,Sports,Electronic Arts,0.4,0.16,0.0,0.05,0.62,80.0,50.0,6.0,26.0,E
3286,Wall-E,X360,2012.0,Platform,THQ,0.29,0.26,0.0,0.07,0.62,50.0,32.0,6.3,6.0,E
3287,Start the Party!,PS3,2014.0,Misc,Sony Computer Entertainment,0.07,0.41,0.0,0.13,0.62,,,,,
3288,NieR,PS3,2014.0,Role-Playing,Square Enix,0.17,0.18,0.2,0.07,0.62,68.0,58.0,8.4,268.0,M
3289,Harry Potter and the Half-Blood Prince,DS,2013.0,Action,Electronic Arts,0.2,0.34,0.0,0.07,0.62,48.0,9.0,4.3,7.0,E
3290,Formula 1: Championship Edition,PS3,2010.0,Racing,Sony Computer Entertainment,0.0,0.57,0.04,0.0,0.61,,,,,
3291,Phoenix Wright: Ace Attorney - Trials and Tribulations,DS,2011.0,Adventure,Capcom,0.3,0.03,0.25,0.03,0.61,,,,,
3292,NBA 2K9,PS3,2012.0,Sports,Take-Two Interactive,0.56,0.0,0.0,0.05,0.61,82.0,30.0,7.0,37.0,E
3293,SpongeBos Atlantis SquarePantis,Wii,2011.0,Action,THQ,0.56,0.0,0.0,0.04,0.61,,,5.5,6.0,E
3294,Jak and Daxter: The Lost Frontier,PSP,2013.0,Platform,Sony Computer Entertainment,0.18,0.27,0.0,0.16,0.61,71.0,47.0,6.3,28.0,E10+
3295,SingStar Singalong With Disney,PS2,2012.0,Misc,Sony Computer Entertainment,0.0,0.04,0.0,0.57,0.61,,,,,
3296,Tomb Raider (2013),XOne,2018.0,Action,Square Enix,0.35,0.21,0.0,0.06,0.61,,,,,
3297,NFL Fever 2003,X,2006.0,Sports,Microsoft Game Studios,0.46,0.13,0.0,0.02,0.61,72.0,25.0,8.6,12.0,E
3298,Wet,PS3,2013.0,Shooter,Bethesda Softworks,0.22,0.27,0.01,0.11,0.61,70.0,61.0,6.4,56.0,M
3299,Samurai Warriors 2,PS2,2010.0,Action,Tecmo Koei,0.02,0.02,0.57,0.01,0.61,58.0,26.0,8.8,13.0,T
3300,Cooking Mama 4: Kitchen Magic!,3DS,2015.0,Simulation,505 Games,0.5,0.07,0.0,0.05,0.61,56.0,6.0,6.0,7.0,E
3301,Kinect Sports Rivals,XOne,2018.0,Sports,Microsoft Game Studios,0.3,0.24,0.02,0.05,0.61,60.0,53.0,5.1,144.0,E10+
3302,The Black Eyed Peas Experience,Wii,2015.0,Misc,Ubisoft,0.37,0.19,0.0,0.06,0.61,,,,,T
3303,Fire Emblem: Shadow Dragon,DS,2012.0,Role-Playing,Nintendo,0.29,0.02,0.27,0.03,0.61,81.0,42.0,7.0,106.0,E10+
3304,2 Games in 1: Sonic Battle & ChuChu Rocket!,GBA,2009.0,Misc,THQ,0.44,0.16,0.0,0.01,0.61,,,,,
3305,Metroid Prime: Trilogy,Wii,2013.0,Shooter,Nintendo,0.42,0.05,0.0,0.14,0.61,91.0,48.0,9.3,318.0,T
3306,Robotech: Battlecry,PS2,2006.0,Shooter,TDK Mediactive,0.3,0.23,0.0,0.08,0.61,72.0,20.0,8.5,8.0,T
3307,Disney Universe,PS3,2015.0,Action,Disney Interactive Studios,0.3,0.22,0.0,0.09,0.61,70.0,29.0,6.9,13.0,E10+
3308,Dora the Explorer: Super Spies,GBA,2008.0,Platform,Gotham Games,0.44,0.16,0.0,0.01,0.61,,,8.0,5.0,E
3309,Tearaway,PSV,2017.0,Adventure,Sony Computer Entertainment Europe,0.14,0.34,0.0,0.14,0.61,87.0,82.0,8.8,393.0,E
3310,Advance Wars: Days of Ruin,DS,2012.0,Strategy,Nintendo,0.43,0.12,0.0,0.05,0.61,86.0,55.0,8.7,96.0,E10+
3311,WWE SmackDown vs. Raw 2010,PSP,2013.0,Fighting,THQ,0.25,0.22,0.0,0.14,0.61,,,6.6,8.0,T
3312,Time Crisis 3,PS2,2007.0,Shooter,Namco Bandai Games,0.3,0.23,0.0,0.08,0.61,81.0,29.0,8.1,12.0,T
3313,Texas Hold Em Poker,GBA,2008.0,Misc,Majesco Entertainment,0.44,0.16,0.0,0.01,0.61,49.0,7.0,6.8,6.0,E
3314,Vanquish,PS3,2014.0,Shooter,Sega,0.21,0.21,0.11,0.08,0.61,84.0,61.0,8.1,305.0,M
3315,Ganbaru Watashi no Kakei Diary,DS,2011.0,Misc,Nintendo,0.0,0.0,0.61,0.0,0.61,,,,,
3316,Small Soldiers,PS,2002.0,Platform,Electronic Arts,0.34,0.23,0.0,0.04,0.61,,,,,
3317,Half-Life 2,X,2009.0,Shooter,Electronic Arts,0.37,0.21,0.0,0.03,0.61,90.0,35.0,8.6,115.0,M
3318,Duke Nukem: Total Meltdown,PS,2001.0,Shooter,GT Interactive,0.34,0.23,0.0,0.04,0.61,,,,,
3319,Tony Hawk: RIDE,X360,2013.0,Sports,Activision,0.46,0.1,0.0,0.05,0.61,46.0,43.0,3.0,67.0,E10+
3320,Major League Baseball 2K8,X360,2012.0,Sports,Bethesda Softworks,0.56,0.0,0.0,0.05,0.61,70.0,28.0,5.9,34.0,E
3321,Sacred 2: Fallen Angel,PS3,2013.0,Role-Playing,Deep Silver,0.22,0.22,0.08,0.09,0.61,70.0,45.0,7.0,52.0,M
3322,pro evolution soccer 2011,X360,2014.0,Sports,Konami Digital Entertainment,0.09,0.44,0.0,0.07,0.61,79.0,43.0,5.9,33.0,E
3323,Major League Baseball 2K9,X360,2013.0,Sports,Spike,0.56,0.0,0.0,0.05,0.61,64.0,29.0,5.3,26.0,E
3324,Dragon Ball Z: Ultimate Tenkaichi,PS3,2015.0,Fighting,Namco Bandai Games,0.27,0.18,0.09,0.07,0.61,58.0,26.0,5.4,77.0,T
3325,WWE 2K16,XOne,2019.0,Sports,Take-Two Interactive,0.32,0.23,0.0,0.05,0.61,72.0,18.0,5.7,77.0,T
3326,Final Fantasy IV Advance,GBA,2009.0,Role-Playing,Nintendo,0.27,0.1,0.22,0.01,0.61,85.0,30.0,7.4,72.0,E10+
3327,Madden NFL 2003,GBA,2006.0,Sports,Electronic Arts,0.44,0.16,0.0,0.01,0.61,76.0,5.0,,,E
3328,Just Dance 2015,X360,2018.0,Misc,Ubisoft,0.42,0.13,0.0,0.06,0.61,,,8.3,6.0,E10+
3329,Petz: Dogz Pack,DS,2012.0,Simulation,Ubisoft,0.56,0.0,0.0,0.05,0.61,,,,,E
3330,Mario & Sonic at the Rio 2016 Olympic Games,3DS,2020.0,Action,Nintendo,0.07,0.25,0.26,0.02,0.61,,,,,
3331,Harry Potter and the Goblet of Fire,GBA,2009.0,Action,Electronic Arts,0.44,0.16,0.0,0.01,0.61,71.0,9.0,6.0,8.0,E
3332,Tomb Raider Chronicles,PS,2003.0,Action,Eidos Interactive,0.34,0.23,0.0,0.04,0.61,63.0,15.0,,,T
3333,Dragon Ball Z: Buus Fury,GBA,2008.0,Action,Atari,0.44,0.16,0.0,0.01,0.61,62.0,19.0,8.9,39.0,E
3334,Madden NFL 2002,GC,2005.0,Sports,Electronic Arts,0.47,0.12,0.0,0.02,0.61,89.0,12.0,7.5,4.0,E
3335,Spider-Man: Mysterios Menace,GBA,2005.0,Action,Activision,0.43,0.16,0.0,0.01,0.61,84.0,8.0,8.7,11.0,E
3336,Madden NFL 2000,N64,2003.0,Sports,Electronic Arts,0.58,0.02,0.0,0.0,0.61,,,,,
3337,Game & Watch Gallery 4,GBA,2006.0,Misc,Nintendo,0.43,0.16,0.0,0.01,0.61,,,,,
3338,MySims Racing,DS,2013.0,Racing,Electronic Arts,0.25,0.29,0.0,0.07,0.61,67.0,11.0,7.3,4.0,E
3339,Pac-Man Party,Wii,2014.0,Misc,Namco Bandai Games,0.47,0.08,0.01,0.04,0.61,59.0,14.0,5.9,8.0,E10+
3340,Naruto: Ultimate Ninja,PS2,2007.0,Fighting,Atari,0.5,0.02,0.0,0.08,0.61,75.0,34.0,7.7,35.0,T
3341,Cabelas Monster Buck Hunter,Wii,2014.0,Sports,Activision,0.57,0.0,0.0,0.03,0.61,,,,,T
3342,LEGO The Hobbit,PS4,2018.0,Action,Warner Bros. Interactive Entertainment,0.13,0.38,0.0,0.09,0.6,72.0,47.0,6.6,88.0,E10+
3343,Tony Hawks Underground,GBA,2007.0,Sports,Activision,0.43,0.16,0.0,0.01,0.6,86.0,9.0,7.7,9.0,E
3344,World of Zoo,Wii,2013.0,Simulation,THQ,0.4,0.15,0.0,0.05,0.6,,,8.2,6.0,E
3345,Monster Trucks,GBA,2008.0,Racing,Majesco Entertainment,0.43,0.16,0.0,0.01,0.6,,,,,E
3346,Shadow The Hedgehog,PS2,2009.0,Platform,Sega,0.5,0.02,0.0,0.08,0.6,45.0,28.0,5.9,138.0,E10+
3347,Plants vs. Zombies: Garden Warfare 2,XOne,2020.0,Shooter,Electronic Arts,0.37,0.18,0.0,0.06,0.6,80.0,64.0,8.0,81.0,E10+
3348,NHL 15,PS4,2018.0,Sports,Electronic Arts,0.31,0.19,0.0,0.1,0.6,60.0,28.0,3.6,307.0,E10+
3349,Wave Race: Blue Storm,GC,2005.0,Racing,Nintendo,0.4,0.1,0.09,0.02,0.6,80.0,21.0,8.3,29.0,E
3350,Aliens: Colonial Marines,PS3,2017.0,Shooter,Sega,0.2,0.29,0.0,0.11,0.6,43.0,25.0,3.5,297.0,M
3351,Dead Island: Riptide,PS3,2017.0,Action,Deep Silver,0.26,0.19,0.07,0.09,0.6,62.0,25.0,5.9,142.0,M
3352,Backyard Wrestling: Dont Try This at Home,PS2,2007.0,Fighting,Eidos Interactive,0.3,0.23,0.0,0.08,0.6,51.0,24.0,7.8,29.0,M
3353,Yakuza: Dead Souls,PS3,2015.0,Shooter,Sega,0.09,0.06,0.42,0.03,0.6,64.0,55.0,7.4,69.0,M
3354,Fight Night Round 2,X,2009.0,Fighting,Electronic Arts,0.42,0.16,0.0,0.02,0.6,88.0,48.0,8.8,27.0,T
3355,MonHun Nikki: Poka Poka Ailu Mura,PSP,2014.0,Role-Playing,Capcom,0.0,0.0,0.6,0.0,0.6,,,,,
3356,NBA 2K8,PS2,2011.0,Sports,Take-Two Interactive,0.5,0.02,0.0,0.08,0.6,72.0,7.0,6.0,9.0,E
3357,Dynasty Warriors 8,PS3,2017.0,Action,Tecmo Koei,0.12,0.1,0.34,0.05,0.6,68.0,26.0,8.4,77.0,T
3358,Total War: Shogun 2,PC,2015.0,Strategy,Sega,0.19,0.32,0.0,0.09,0.6,90.0,62.0,8.3,1187.0,T
3359,Dragon Age: Inquisition,PS3,2018.0,Role-Playing,Electronic Arts,0.27,0.18,0.05,0.09,0.6,,,5.2,243.0,M
3360,Suikoden,PS,1999.0,Role-Playing,Konami Digital Entertainment,0.21,0.14,0.21,0.04,0.6,,,,,
3361,Just Dance 2014,WiiU,2017.0,Misc,Ubisoft,0.32,0.23,0.0,0.05,0.6,72.0,13.0,7.6,45.0,E10+
3362,Secret Agent Clank,PS2,2013.0,Platform,Sony Computer Entertainment,0.13,0.18,0.0,0.29,0.6,61.0,9.0,6.7,14.0,E10+
3363,Call of Juarez: Bound in Blood,X360,2013.0,Shooter,Ubisoft,0.3,0.24,0.0,0.06,0.6,77.0,77.0,7.6,94.0,M
3364,Fighters Uncaged,X360,2014.0,Fighting,Ubisoft,0.31,0.23,0.0,0.06,0.6,32.0,38.0,4.6,23.0,T
3365,Wipeout: The Game,DS,2014.0,Misc,Activision,0.56,0.0,0.0,0.04,0.6,,,,,E
3366,Rayman Arena,PS2,2005.0,Racing,Ubisoft,0.29,0.23,0.0,0.08,0.6,63.0,10.0,8.6,8.0,E
3367,Jaws Unleashed,PS2,2010.0,Action,THQ,0.5,0.02,0.0,0.08,0.6,52.0,29.0,7.5,39.0,M
3368,Puyo Puyo Sun,SAT,2001.0,Puzzle,Compile,0.0,0.0,0.6,0.0,0.6,,,,,
3369,Half-Life,PS2,2005.0,Shooter,Vivendi Games,0.29,0.23,0.0,0.08,0.6,87.0,24.0,8.6,94.0,M
3370,Mickeys Speedway USA,N64,2004.0,Racing,Nintendo,0.37,0.08,0.14,0.01,0.6,,,,,
3371,International Superstar Soccer 64,N64,2001.0,Sports,Konami Digital Entertainment,0.09,0.26,0.23,0.02,0.6,,,,,
3372,Okami,Wii,2012.0,Action,Capcom,0.43,0.09,0.04,0.05,0.6,90.0,44.0,8.9,236.0,T
3373,New Carnival Games,Wii,2014.0,Misc,Take-Two Interactive,0.34,0.21,0.0,0.05,0.6,,,,,E
3374,NASCAR Heat 2002,PS2,2005.0,Racing,Infogrames,0.29,0.23,0.0,0.08,0.6,81.0,14.0,,,E
3375,Split/Second,X360,2014.0,Racing,Disney Interactive Studios,0.32,0.23,0.0,0.06,0.6,82.0,78.0,8.1,101.0,E10+
3376,Avatar: The Game,PSP,2013.0,Action,Ubisoft,0.22,0.24,0.0,0.14,0.6,,,,,
3377,The Golden Compass,DS,2011.0,Action,Sega,0.28,0.25,0.0,0.06,0.6,43.0,7.0,4.9,8.0,E10+
3378,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",X360,2011.0,Action,Activision,0.51,0.04,0.0,0.05,0.6,,,,,
3379,The Golden Compass,Wii,2011.0,Action,Sega,0.26,0.28,0.0,0.07,0.6,35.0,12.0,6.8,6.0,E10+
3380,From TV Animation One Piece: Grand Battle 2,PS,2006.0,Fighting,Namco Bandai Games,0.0,0.0,0.56,0.04,0.6,,,,,
3381,BeatMania Append 3rdMix,PS,2002.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.56,0.04,0.6,,,,,
3382,New Play Control! Pikmin 2,Wii,2013.0,Strategy,Nintendo,0.11,0.13,0.34,0.02,0.6,,,,,
3383,Muramasa: The Demon Blade,Wii,2013.0,Role-Playing,Rising Star Games,0.32,0.12,0.11,0.04,0.6,81.0,58.0,8.7,101.0,T
3384,Disney TH!NK Fast: The Ultimate Trivia Showdown,Wii,2012.0,Misc,Disney Interactive Studios,0.37,0.16,0.01,0.06,0.6,,,,,
3385,Xena: Warrior Princess,PS,2002.0,Adventure,Electronic Arts,0.33,0.23,0.0,0.04,0.6,,,,,
3386,Littlest Pet Shop: Garden,DS,2012.0,Simulation,Electronic Arts,0.31,0.23,0.0,0.06,0.6,,,,,E
3387,Rocket League,PS4,2020.0,Sports,505 Games,0.07,0.44,0.0,0.09,0.6,85.0,50.0,8.7,1302.0,E
3388,Tony Hawk: RIDE,PS3,2013.0,Sports,Activision,0.38,0.14,0.0,0.08,0.6,44.0,29.0,2.1,31.0,E10+
